"FoodNumber","FoodGroupCode","FoodName","FoodCategory","Base","Units","Description","Dilution","Comment","EdiblePortion","ACAR","ALCO","BCAR","BCRYPT","BIOT","CA","CHO","CHOL","CL","CMON","CN3","CN6","CU","ENGFIB","FAT","FE","FOLT","FRUCT","GLUC","HFE","I","K","KCALS","KJ","LACT","MALT","MG","MILK","MN","NA","NCF","NHFE","NIACEQU","NMILK","OSUG","P","PANTO","PROT","RET","RIBO","SATFA","SE","STAR","SUCR","THIA","TOTCAR","TOTNIT","TOTSUG","TRANS","VITA","VITB12","VITB6","VITC","VITD","VITE","WATER","ZN","Fruit","DriedFruit","FruitJuice","SmoothieFruit","Tomatoes","TomatoPuree","Brassicaceae","YellowRedGreen","Beans","Nuts","OtherVeg","Beef","Lamb","Pork","ProcessRedMeat","OtherRedMeat","Burgers","Sausages","Offal","Poultry","ProcessedPoultry","GameBirds","WhiteFish","OilyFish","CannedTuna","Shellfish","CottageCheese","CheddarCheese","OtherCheese","AllCheese","AllFish","AllMeat","AllAnimal","CO2e","CO2eRef","FoodAisle"
"10510","5R","SHREDDIES OWN BRAND, NOT FROSTED, NOT COCO, NOT NESTLE, NOT LIDL","F","100"," ","Updated with 3 products, 3 brands NDNS RP Yr2 update, 25.06.09 RW. _x000D_-NDNS RPyr3update based on 3brands,3products3/6/10 VK; 14.07.11 RS. RPyr5 P2 4 prods 3 brand SD 7/6/13","1","NDNS RP Yr2 update, 25.06.09 RW. NDNS RPyr3update(NaCl) 3/6/10 VK. Name changed 'Not LIDL' added, vitamin D updated 14.7.11 RS. RPyr5 P2 macro BVits SD 7/6/13","1","0","0","0","0","3","36","77.9","0","370",".3",".09",".72",".28","7.9","2","11.9","170",".3",".3","0","3","348","351","1496","0",".6","70","1.1","1.7","240","5.83","11.9","13.6","14.5","0","229","5.1","10.3","0","1.2",".3","4","62.3","14.5",".9","0","1.7","15.6",".01","0","2.1","1.2","0","0",".9","2.9","1.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,317.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"10511","5R","SHREDDIES NESTLE ONLY, NOT FROSTED NOT COCO","F","100"," ","Updated with manufacturers product, NDNS RP Yr2 update, 25.06.09 RW. Update based on 1 product 14.07.11 RS. RPyr5 P2 1 prod SD 7/6/13","1","NDNS RP Yr2 update, 25.06.09 RW. Vitamin D, iron, thiamin, B6 and folic acid updated 14.07.11 RS Macros, B12 and pantothenate updated 04/12/12 NZ. RPyr5 P2 fibre SD 7/6/13","1","0","0","0","0","3","36","80.3","0","470",".37",".07",".53",".28","9.6","1.9","8.8","125",".3",".3","0","3","348","358","1525","0",".6","70","1.2","1.7","300","5.83","8.8","10","14.4","0","229","3.8","10","0",".9",".4","4","64.7","14.4",".7","0","1.7","15.6",".01","0","1.6",".9","0","0",".9","4.3","1.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,317.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"10512","6R","CRUNCHY NUT CORNFLAKES KELLOGGS ONLY","F","100"," ","Updated with manufacturers product, NDNS RP Yr 2 update 25.06.09 RW. NDNS RPyr3 update based on 1 product 3/6/10 VK. RPyr5 P2 1 prod SD 7/6/13","1","NDNS RP Yr 2 update 25.06.09 RW. NDNS RPyr3update(NaCl,K,Ca,Mg,P, Zn)3.6.10 VK. RPyr5 P2 BVits SD 7/6/13","1","16","0","117","0","11","20","88.2","0","550","2.7",".01","1.17",".12",".8","5","8","334","1.6","2.6","0","0","130","400","1699","0","0","20","4.2",".2","350","6.25","8","13.3","32.3","0","50","0","6","0","1.2",".9","5","51.7","32.3",".9","125","1","36.5","0","21","2.1","1.2","0","0",".1","2.9",".4","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,267.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"10513","6R","CRUNCHY NUT CORNFLAKES OWN BRAND, NOT KELLOGGS","F","100"," ","Upd with 3 products from 3 brands, NDNS RP Yr 2 26.06.09 RW. RPyr3 upd based on 3brands,3products 3/6/10 VK. NaCl upd based on 3 brands 5 prod 14.7.11 RS. _x000D_-RPyr5 P2  3 prod, 3 brands SD 7/6/13","1","NDNS RP Yr 2 26.06.09 RW. NDNS RPyr3 update(niacin,NaCl) 3/6/10 VK. NaCl updated 14.07.11 RS. RPyr5 P2 BVits NaCl SD 7/6/13","1","16","0","117","0","11","14","87.6","0","440","2",".01","1.36",".12",".8","4.5","14","400","1.5","2.5","0","0","123","399","1694","0","0","24","4.1",".2","280","6.25","14","17","31","0","57","6","7.4","0","1.5",".93","5","52.5","31","1.25","125","1.2","35.1","0","21","1.8","1.7","0","5",".1","2.9",".3","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,267.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"10514","5R","INSTANT HOT OAT CEREAL, NOT FLAVOURED, DRY WEIGHT, FORTIFIED EG READY BREK","F","100"," ","Updated with 3 products from 3 brands,NDNS RP Yr 2 update 26.06.09 RW. NDNS RPyr3 update based on4products,4brands 3/6/10 VK. _x000D_-NDNS RP Yr4 14/3/12 DP. RPyr5 P2 4prods 4brands SD 7/6/13","1","NDNS RP Yr 2 update 26.06.09 RW. NDNS RPyr3update(Bvits,Folate,Ca)3/6/10 VK. RPyr5 P2 Ca VitD niac SD 7/6/13","1","0","0","0","0","13","1336","64.1","0","80","3.6",".09","3.2",".26","8","8.7","11.9","170","0","0","0","5","343","365","1543","0",".6","104","1.2","3.68","10","5.83","11.9","13.6","0","0","365","5.1","11.6","0","1.2","1.25","5","62.9",".6",".9","0","2","1.2",".01","0","2.1","1.2","0","4.3",".3","7.6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,259.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"10515","5R","INSTANT HOT OAT CEREAL, NOT FLAVOURED, DRY WEIGHT,NOT FORTIFIED WG OATSO SIMPLE","F","100"," ","Updated with 8 product from 6 brands, NDNS RP Y2 update 26.06.09 RW. update based on 8 brands, 8 products 14.07.11 RS.","1","NDNS RP Y2 update 26.06.09 RW.Fatty acid profile and energy updated 14.07.11 RS. Ca value updated 24.02.2014 NZ","1","0","0","0","0","13","48","66.7","0","240","3.42",".07","2.56",".26","8.9","8.2","3.6","28","0","0","0","5","343","368","1559","0",".6","104","1.2","3.68","10","5.83","3.6","3.4","0","0","365",".4","11.2","0","1.14","1.59","5","65.5",".6",".86","0","1.9","1.2",".01","0",".8",".3","0","0",".3","5.6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,259.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"10516","7A","AMERICAN STYLE CHOCOLATE CHIP COOKIES","F","100"," ","Double/triple chocolate chip/chunk cookies from supermarkets and Millies cookies","1","New code added for the NDNS RP Yr2 (MS) 26/06/09 using analytical data from N10039/sample 21. Updated I for NDNS  RP yr2 08/04/10 EF.Updated Selenium for the NDNS RP Yr3 27/05/10 (HO)","1","0","0","0","0","5","108","60.6","36","280","7.9",".54","2.01",".17","1.8","21.3","2.5","12","0","0","0","6","252","440","1845","0","0","36","1.5",".44","422","5.7","2.5","1.9","39","0","155",".5","5.2","0",".08","9.58","12","20","40.5",".07","0",".9","40.5",".08","0","0",".1","0","0","2.4","6.9",".7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,317.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Cakes, biscuits, puddings"
"10517","7A","TOASTED MINIBREADS PURCHASED","F","100"," ","Includes Bertolli minibreads, Asda brushetta style product and Sainsbury's TTD crostini style products","1","New code created for NDNS RP Yr2 (MS) 26/06/09 using data from analysis project N10039/ sample30. Updated I for NDNS RP yr2 08/04/10 EF","1","0","0","0","0","2","39","68.9","6","1207","7.8",".09","1.76",".18","2.9","13.6","1.4","18","0","0","0","0","221","423","1784","0","3.3","26","3.3",".59","865","5.7","1.4","3.6","0","0","114",".6","10.5","0",".02","3.22","6","65.6","0",".09","0","1.8","3.3",".02","0","0",".1","0","0","2.9","3",".7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,317.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Cakes, biscuits, puddings"
"10518","8D","PLAIN SCONES PURCHASED","F","100"," ","Includes plain scones from 7 different supermarkets","1","New code created for NDNS RP Yr2 (MS) using analytical data from N10039/sample 32. Updated I for NDNS RP yr2 08/04/10 EF","1","0","0","23","0","5","131","55.2","35","130","3.33",".21",".98",".12","2.3","12.3","1.3","6","0",".9","0","7","270","346","1459","1.5","0","20","1.9",".35","592","5.7","1.3","3.3","10.8","0","476",".5","7.2","84",".05","6.37","4","42.5","10.4",".11","23","1.3","12.7",".21","88",".1",".1","1","0",".9","23.2",".6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,120.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Cakes, biscuits, puddings"
"10519","8D","CAKE WITH JAM AND BUTTERCREAM PURCHASED","F","100"," ","Products include Victoria sponges, fruit Swiss rolls, raspberry sponge cakes","1","New code created for NDNS RP Yr2 (MS) 29/06/09 using analytical data from N10039/sample36. Updated CHO profile and I 08/04/10 EF","1","0","0","55","0","4","72","55.1","76","160","4.54",".36","1.16",".08","1.4","14.8",".7","0","1","3.5","0","7","132","355","1492","0","4.9","8",".2",".15","344","5.7",".7","1.3","37.4","0","162",".5","3.7","107",".06","6.96","4","17.5","28.2",".05","55",".6","37.6",".31","116",".4","0","0","0","1.2","22.2",".3","4.51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,120.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Cakes, biscuits, puddings"
"10520","8D","FILO PASTRY, UNCOOKED, PURCHASED","F","100"," ","Based on fresh filo pastry blocks/sheets","1","New code created for the NDNS RP Yr2 (MS) 29/06/09 using analytical data from N10039/sample 61. Updated NSP and vit E 08/04/10 EF.Updated range of micronutrients for NDNS RP Y3 27/05/10 (HO).","1","0","0","0","0","2","108","58.9","2","582","1.22",".15","1.05","0","1.7","2.9","1.5","11",".1",".2","0","1","119","278","1180","0","2.1","17",".2",".5","436","5.7","1.5","2.3","2.2","0","78",".4","7.6","2",".02",".32","5","56.5","0",".2","0","1.3","2.4","0","2","0",".1","0","0",".3","26.6",".5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,120.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Cakes, biscuits, puddings"
"10521","13A","HIPP GOOD NIGHT INFANT FORMULA MILK, STAGE 1 (6MTH+) MADE UP","F","100"," ","Made up as recommended 14.1g powder with 90ml water","1","NDNS Yr2  RP 17/12/09 EF. Updated for DNSIYC DR 22/1/10 EF. Updated for DNSIYC MS 11/02/11 EF","1","0","0","0","0","3","72","8.6","0","47","1.6",".1",".6",".04","0","3.5",".7","13","0","0","0","11","75","70","294","5.3","0","6","5.3",".01","20","6.38",".7",".6","0","0","43",".5","1.6","71",".1","1.2","1","3.3","0",".07","0",".3","5.3","0","71",".2",".1","11.3","1.2","1.2","86.3",".7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,123.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Milk and cream"
"10522","54K","L-LYSINE 500MG","F","1"," "," ","1","NDNS RP yr2 21/12/09 EF","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","9","0","0","0","0","0","0","6.25","0","0","0","0","0","0",".5","0","0","0","0","0","0","0","0",".1","0","0","0","0","0","0","0","0","99.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,0.0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>","Dietary supplements"
"10523","42R","HOMEMADE POPCORN MADE WITH OLIVE OIL","F","100"," ","Updated based on data from NUTTAB (popcorn, regular, commercial)_x000D_-","1","Macronutrients updated  for NDNS RP, Yr 4 H.Odeje  13.02.12","1","0","0","230","0","4","10","54.5","0","8","20.75",".2","2.14","0","6.4","28.4","1.1","9",".1",".1","0","2","220","496","2078","0","0","81",".6",".32","4","6.25","1.1","1.7","0","0","170",".3","9.1","0",".11","4.07","4","53.9",".5",".18","230","1.5",".6","0","38","0",".2","0","0","2.2","3.7","1.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,217.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Potato"
"10524","61R","SMOOTHIES, YELLOW, PURCHASED, WITH COCONUT, FRUIT/JUICE BLEND (MAX 2 PORTIONS)","R","100"," ","2 brands, 2 products; list at HNR","1","NDNS RP yr2 10/01/10 EF. Updated for NDNS RP yr3 16/02/11 EF","1","5","0","12","2","1","7","13.3","0","54",".08",".02",".05",".06",".6","1.3",".3","11","4.5","4.3","0","1","175","64","273","0","0","15","3.7",".47","4","6.25",".3",".5","8.8","0","13",".2",".7","0",".02","1.06","0",".8","3.7",".09","15",".1","12.5","0","3","0",".2","12","0",".1","82",".1","0","0","51.5","41.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,144.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Fruit, fruit juice"
"10525","54J","AGNUS CASTUS CAPSULES, ANY STRENGTH, ANY BRAND","F","1"," "," ","1","NDNS RP yr2 22/1/10 EF","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,0.0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>","Dietary supplements"
"10526","54I","BASSETTS ACTIVE HEALTH VITAMIN AND MINERAL CHEWS","F","1"," "," ","1","NDNS RP yr2 22/1/10 EF_x000D_-Updated Maltitol Content 31/10/11 DP","1","0","0","0","0","150","25",".5","0","0","0","0","0","0","0","0","0","200","0","0","0","50","0","2","8","0","0","8","0","0","0","6.25","0","0",".5",".5","20","6","0","800","1.6","0","0","0","0","0","0","0",".5","0","800","1","2","60","5","10","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,0.0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>","Dietary supplements"
"10527","57B","MONSTER ORIGINAL ENERGY DRINK","F","100"," "," ","1","NDNS RP YR2 03/02/10 EF","1","0","0","0","0","0","7","12","0","32","0","0","0","0","0","0","0","0","0","2.6","0","0","0","45","192","0","0","3","0","0","80","6.25","0","8.5","12","0","0","0","0","0",".7","0","0","0","9.4","0","0","0","12","0","0","2.5",".8","0","0","0","88","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,26.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Soft drinks, bottled water"
"10528","13A","NUTRAMIGEN INFANT FORMULA (2) FROM 6 MONTHS, MADE UP","F","100"," ","14.6g formula per 100ml. Scoop weight = 4.9g","1","NDNS RP YR2 03/02/10 EF. Checked for DNSIYC MS, no update required 11/02/11 EF","1","0","0","0","0","2","94","8.7","0","54",".8",".04",".47",".05","0","2.9","1.2","11","2.7","6","0","12","83","66","275","0","0","7","0",".04","25","6.38","1.2","1.1","8.7","0","50",".4","1.7","61",".12","1.5","2","0","0",".08","0",".3","8.7","0","61",".1",".1","6.8","1.1",".8","86.7",".8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,123.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Milk and cream"
"10529","13A","NANNY CARE GROWING UP MILK, 12 MONTHS+, DRY POWDER","F","100"," ","Estimates based on Se, Cu and n3:n6 ratio of SMA Toddler Milk","1","NDNS RP YR2 03/02/10 EF. Checked for DNSIYC MS no update required 11/02/11 EF","1","0","0","0","0","20","780","52.5","0","715","8.2",".4","4.4",".41","0","26.5","6.8","65","0","0","0","70","830","501","2098","52.5","0","64","52.5",".3","200","6.38","6.8","5.5","0","0","490","3","16.3","550",".9","13.4","12","0","0",".45","0","2.6","52.5","0","550","2.8",".3","75","7.8","12","4.7","3.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,123.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Milk and cream"
"10530","13A","NANNY CARE GROWING UP MILK, 12 MONTHS+, MADE UP","F","100"," "," ","1","NDNS RP YR2 03/02/10 EF. Updated for DNSIYC MS 11/02/11 EF","1","0","0","0","0","3","105","7.1","0","96","1.11",".05",".59",".06","0","3.6",".9","9","0","0","0","9","110","68","283","7.1","0","9","7.1",".04","27","6.38",".9",".7","0","0","66",".4","2.2","74",".12","1.81","2","0","0",".06","0",".3","7.1","0","74",".4","0","10","1","1.6",".6",".5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,123.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Milk and cream"
"10531","50R","MEXICAN SPICE MIXES","F","100"," "," ","1","NDNS RP yr2 08/03/10 EF","1","0","0","0","0","2","596","54.7","1","4390","1.2",".1",".4",".25","3.9","3.5","3.6","3","11.1","0","0","74","472","261","1107","0","0","45","11.1",".82","9130","6.25","3.6","3.7","11","0","134",".7","6","0",".3",".8","17","32.6","11.1",".21","0","1","22.1","0","0","0",".2","0","0","1.7","7",".9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,120.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Savoury sauces, pickles, gravies & condiments"
"10532","50A","ASDA MILKSHAKE MIX FORTIFIED","F","100"," ","Adapted from 2311 with fortificants and macros updated","1","NDNS RP yr2 08/03/10","1","0","0","6370","0","2","8","98.2","0","27","0","0","0",".1",".1",".2","2","266","0","1.2","0","32","150","370","1580","0","0","27","0",".02","100","6.25","2","24","95.7","0","53",".3",".1","0","2.1",".2","14","2.5","94.5","1.9","6370","0","95.7","0","1062","0","2.7","80","6.6","0","1.4",".4",".5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,123.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Other drinks"
"10533","54G","OROVITE 7 VITAMIN POWDER","F","1"," ","Data entered per sachet","1","NDNS RP yr2 17/02/10 EF Updated niacin 06/12/12 NZ","1","0","0","0","0","0","0","4.3","0","0","0","0","0","0","0","0","0","0","0",".3","0","0","0","16","69","0","0","0","0","0","0","6.25","0","18","4.3","0","0","0","0","800","1.6","0","0","0","4","1.4","0","0","4.3","0","800","0","2","60","2.5","0","95.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,0.0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>","Dietary supplements"
"10534","61R","SMOOTHIES GREEN, BOTTLED, PURCHASED, FRUIT/JUICE BLENDS NO BANANA (MAX 2 PORTIONS)","R","100"," ","2 brands, 2 products; list at HNR","1","NDNS RP yr2 08/03/10 EF. Updated for NDNS RP yr3 16/02/11 EF","1","2","0","11","0","1","14","10.6","0","15",".01",".03",".05",".04",".5",".2",".3","12","5.2","3.7","0","1","142","43","183","0","0","8","1.4",".15","4","6.25",".3",".3","9.1","0","14",".1",".4","0",".02",".05","0",".1","1.6",".02","12",".1","10.5","0","2","0","0","23.3","0",".1","86.7",".1","0","0","72","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,144.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Fruit, fruit juice"
"10535","33R","BIRDS EYE SEASIDE SHAPES","F","100"," ","4% peas, 12% sweetcorn","1","NDNS RP yr2 26/02/10 EF","1","2","0","24","14","2","140","21.9","29","535","6",".5","2",".04",".8","13.8","1","19",".3","0","0","77","477","252","1053",".3","0","25","1.2",".25","336","6.25","1","3.6",".2",".1","277",".3","11.3","0",".08","2","19","20.5",".7",".11","31","1.8","1.4",".39","5","1",".1","1","0",".3","52.2",".3","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","45","0","0","0","0","0","0",0.0,45.0,0.0,45.0,420.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Fish"
"10536","7A","WEETABIX OATY BARS","F","100"," "," ","1","NDNS RP yr2 08/03/10 EF","1","0","0","0","0","5","60","56.4","0","333","2.1",".2",".8",".15","20.2","6.3","1.3","10","3.5",".5","0","3","153","294","1246","1.2","0","34","1.2","1","80","5.83","1.3","1.9","13.5","3.5","135",".3","6.5","0",".05","2.5","2","41.7","6",".25","0","1.1","14.7","0","0",".1",".1",".3",".04",".6","10.6",".8","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,317.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Cakes, biscuits, puddings"
"10538","50R","COOK IN SAUCE, CHILLI FLAVOUR WITH ADDED PULSES","F","100"," ","11.5% pulses (kidney and borlotti)","1","NDNS RP yr2 08/03/10 EF","1","36","0","243","36","3","31","9.1","0","757",".32",".04",".42",".06","1.8",".9",".8","6","1.5","1.3","0","1","206","48","202","0","0","14","3.3",".16","450","6.25",".8",".9","1.4",".2","35",".3","1.3","0",".03",".15","2","4.4","1.7",".12","279",".2","4.7","0","47","0",".1","2.4","0","1.3","84.2",".2","0","0","0","0","56.5","12.8","0","1.03","11.5","0",".8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,120.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Savoury sauces, pickles, gravies & condiments"
"10539","14R","TOFUTTI SOYA/TOFU BLEND CHEESE PRODUCTS","F","100"," ","Based on tofu and soya cheese codes, updated macros in line with manufacturers data","1","NDNS RP yr2 08/04/10 EF","1","0","0","1","0","22","347","7.3","0","898","4.17",".45","5",".6","0","17","1.2","25",".3",".4","0","2","97","222","924","0","0","26",".7",".2","400","6.25","1.2","2.8",".7","0","223",".2","10.5","0",".32","7","17","5.9",".7",".16","1","1.7","1.4","0","0","1.3",".2","0","0","2","65.2","1.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100",100.0,0.0,0.0,100.0,1110.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Cheese and butter"
"10540","7A","PENGUIN CHOCOLATE BISCUIT BARS WITH CALCIUM CARBONATE","F","100"," ","With added CaCO3","1","NDNS RP yr2 25/02/10 EF","1","0","0","14","0","5","627","59","18","160","8.9",".07","1.89",".35","1.9","28.2","3","9","0","0","0","55","337","496","2075","3.3","0","42",".9",".53","174","5.7","3","2.3","36.6","0","156",".7","5.2","0",".13","15.81","7","21.6","34.1",".11","14",".9","37.4",".07","2",".1",".1","0","0","1.8","1.6",".8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,933.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Cakes, biscuits, puddings"
"10541","54K","APPLE CIDER VINEGAR SUPPLEMENT WITH ACEROLA","F","1"," ","Acerola will provide some vit C but addition is unknown in supplement so left as 0mg here","1","NDNS RP yr2 08/03/10 EF","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,0.0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>","Dietary supplements"
"10542","37M","LAVERBREAD","F","100"," ","MW veg dishes- cooked and pureed laver, coated in oatmeal. Estimated values from USDA laver raw","1","NDNS RP yr2 10/03/10 EF","1","0","0","3121","0","0","20","1.6","0","820","1.2",".3",".6",".12",".5","3.7","3.5","47","0","0","0","407","220","52","217","0","0","31","0","1","560","6.25","3.5","1.1","0","0","51",".5","3.2","0",".1",".5","1","1.6","0",".03","3121",".5","0","0","520","0",".2","5","0","1.1","87.7",".8","0","0","0","0","0","0","0","97.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,160.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Cooked vegetables"
