FoodNumber,FoodName,CO2e,CO2eRef
9330,"SOLID SUNFLOWER OIL",  882,"Average of CO2e values for Cheese from From Clune et al 2017, multiplied by1"
9331,"FISH CAKES FRIED IN SOLID SUNFLOWER OIL",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
9332,"EGG FRIED IN SOLID SUNFLOWER OIL",  339,"Average of CO2e values for Eggs from From Clune et al 2017, multiplied by1"
9333,"CHIPS FROZEN FRIED IN SOLID SUNFLOWER OIL", 19.8,"Average of CO2e values for Potatoes  from From Clune et al 2017, multiplied by1"
9334,"OMELETTE (PLAIN) FRIED IN OLIVE OIL",  339,"Average of CO2e values for Eggs from From Clune et al 2017, multiplied by1"
9337,"RICE PUDDING MADE WITH SEMI SKIMMED MILK", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
9340,"GARLIC CAPSULES ANY STRENGTH",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
9341,"COENZYME Q10 CAPSULE",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
9342,"VITAMIN C TABLETS 1000 MG ONLY",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
9345,"POTATO WAFFLES FRIED IN OLIVE OIL", 19.8,"Average of CO2e values for Potatoes  from From Clune et al 2017, multiplied by1"
9346,"FROZEN CRINKLE CUT CHIPS FRIED IN OLIVE OIL", 19.8,"Average of CO2e values for Potatoes  from From Clune et al 2017, multiplied by1"
9347,"SHEPHERDS PIE MADE WITH LEAN MINCE",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9348,"INSTANT OAT CEREAL MADE UP WITH WATER",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
9349,"CUSTARD MADE WITH SKIMMED MILK MILK AND NO SUGAR", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
9350,"REDCURRANT JUICE FRESH", 78.6,"Average of CO2e values for Bananas  from From Clune et al 2017, multiplied by1"
9351,"POTATO SLICES OLD SAUTED IN OLIVE OIL", 19.8,"Average of CO2e values for Potatoes  from From Clune et al 2017, multiplied by1"
9352,"TOMATO FRIED IN OLIVE OIL", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
9353,"PLAICE IN BREADCRUMBS FROZEN GRILLED OR BAKED",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
9354,"VERMOUTH SWEET ONLY",   93,"Average of Tesco Lager (720 gCO2e Per litre i.e. 720/1000) and Navarro 2017 <The carbon footprint values of investigated wineries per RU (0.75 L of wine) in the present study are found in the range between 0.17 and 2.18 kg CO2-eq, the average being 0.85 kg CO2-eq/bottle of wine.>"
9355,"OMELETTE PLAIN COOKED IN DRIPPING",  339,"Average of CO2e values for Eggs from From Clune et al 2017, multiplied by1"
9356,"EGG FRIED IN COMPOUND COOKING FAT",  339,"Average of CO2e values for Eggs from From Clune et al 2017, multiplied by1"
9358,"ROAST TURKEY PLATTER READY MEAL WITH POTATOES VEG STUFFING",  329,"Average of CO2e values for Chicken from From Clune et al 2017, multiplied by0.8"
9359,"MEATBALLS IN GRAVY WITH MASHED POTATO READY MEAL",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9360,"CHICKEN BURGER FRIED IN SOLID SUNFLOWER OIL",  329,"Average of CO2e values for Chicken from From Clune et al 2017, multiplied by0.8"
9361,"VEGETARIAN HAGGIS", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
9362,"PLAICE COATED IN BREADCRUMBS FRIED IN BUTTER",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
9363,"OATCAKES PANCAKE TYPE NOT BISCUIT", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
9364,"TABLE TOP SWEETENERS PER 100G",  104,"Taken from <Environmental impacts of food consumption in Europe - Notarnicola et al 2016> which says in Table 1 <29.8 Per-capita apparent consumption of the food product (as kg/inhabitant p.a.)> and Table 7 <3.1E01 kg CO2eq Results are reported for an average consumption of one EU-27 citizen in one year>. (This is larger than: "assuming the GWP of UK sugar of 0.38 kg CO2 eq./kg (CCaLC, 2013)." - which was in <The global warming potential of production and consumption of Kenyan tea - Adisa Azapagic et al>"
9365,"SUN-DRIED TOMATOES IN OLIVE OIL / SUNFLOWER OIL", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
9366,"SOUR CREAM BASED DIPS EG. ST IVEL OWN BRAND",  100,"No idea so default to 1 - likely from the processing?"
9367,"MALTED DRINKS DRY WEIGHT OWN BRAND NOT FORITFIED",  100,"Dont know what to put here so put 1"
9368,"INSTANT MALTED DRINKS DRY WEIGHT NOT FORTIFIED",  100,"Dont know what to put here so put 1"
9369,"DRINKING CHOCOLATE REDUCED FAT DRY WT NOT INSTANT",  100,"Dont know what to put here so put 1"
9370,"PASTA EGG FRESH RAW",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
9371,"PASTA, EGG, FRESH, PLAIN BOILED",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
9372,"CONTINENTAL  BREADS EG. CIABATTA FOCACCIA",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
9373,"BAGELS PLAIN ONLY",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
9374,"TORTES NOT CHOCOLATE BASED PURCHASED FROZEN", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
9375,"CURRY PASTE",  100,"No idea so default to 1 - likely from the processing?"
9376,"VEGETABLE SOUP PACKET MIX DRY WEIGHT", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
9377,"SAUCE PACKET MIX DRY WEIGHT EG PARSLEY BREAD ONION",  100,"No idea so default to 1 - likely from the processing?"
9378,"DIABETIC CHOCOLATE ANY TYPE",  437,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by3.1278"
9379,"SOFT BROWN SUGAR LIGHT OR DARK",  104,"Taken from <Environmental impacts of food consumption in Europe - Notarnicola et al 2016> which says in Table 1 <29.8 Per-capita apparent consumption of the food product (as kg/inhabitant p.a.)> and Table 7 <3.1E01 kg CO2eq Results are reported for an average consumption of one EU-27 citizen in one year>. (This is larger than: "assuming the GWP of UK sugar of 0.38 kg CO2 eq./kg (CCaLC, 2013)." - which was in <The global warming potential of production and consumption of Kenyan tea - Adisa Azapagic et al>"
9380,"SEA SALT",  100,"No idea so default to 1 - likely from the processing?"
9381,"HAM WITH ADDED WATER NOT SMOKED",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9382,"HAM NO ADDED WATER NOT SMOKED",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9383,"SMOKED HAM WITH ADDED WATER ANY CUT",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9384,"SMOKED HAM NO ADDED WATER ANY CUT",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9385,"PORK SHOULDER",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9386,"CHICKEN CURRY TIKKA MASALA READY MEAL WITH RICE",  329,"Average of CO2e values for Chicken from From Clune et al 2017, multiplied by0.8"
9387,"CHICKEN CURRY READY MEAL FROZEN CHILLED NO RICE",  329,"Average of CO2e values for Chicken from From Clune et al 2017, multiplied by0.8"
9388,"GHERKINS PICKLED", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
9389,"CAPERS", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
9390,"YOGURT DRESSINGS PURCHASED",  100,"No idea so default to 1 - likely from the processing?"
9391,"FRENCH DRESSING",  100,"No idea so default to 1 - likely from the processing?"
9392,"TARTARE SAUCE PURCHASED",  100,"No idea so default to 1 - likely from the processing?"
9393,"COOK IN SAUCE, CHINESE, SWEET AND SOUR CANNED",  100,"No idea so default to 1 - likely from the processing?"
9394,"VEGETABLE PUREE",  100,"No idea so default to 1 - likely from the processing?"
9395,"GARLIC PUREE",  100,"No idea so default to 1 - likely from the processing?"
9396,"REDCURRANT JELLY PURCHASED", 25.9,"Average of CO2e values for Strawberries from From Clune et al 2017, multiplied by0.4"
9397,"CHILLI SAUCE",  100,"No idea so default to 1 - likely from the processing?"
9398,"HOT PEPPER SAUCE",  100,"No idea so default to 1 - likely from the processing?"
9399,"SALAD DRESSING FAT-FREE PURCHASED",  100,"No idea so default to 1 - likely from the processing?"
9400,"BLACK BEAN SAUCE",  100,"No idea so default to 1 - likely from the processing?"
9401,"CHOCOLATE CAKE COVERING", 25.9,"Average of CO2e values for Strawberries from From Clune et al 2017, multiplied by0.4"
9402,"PORK CRACKLING COOKED",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9403,"VENISON STEWED MEAT ONLY",  329,"Average of CO2e values for Chicken from From Clune et al 2017, multiplied by0.8"
9404,"DUCK RAW NO FAT OR SKIN",  329,"Average of CO2e values for Chicken from From Clune et al 2017, multiplied by0.8"
9405,"DUCK BRAISED MEAT ONLY",  329,"Average of CO2e values for Chicken from From Clune et al 2017, multiplied by0.8"
9406,"PHEASANT STEWED MEAT ONLY NO BONES",  329,"Average of CO2e values for Chicken from From Clune et al 2017, multiplied by0.8"
9407,"SPREADABLE BUTTER (75-80% FAT)",1.15e+03,"Average of CO2e values for Butter from From Clune et al 2017"
9410,"SMOKED BACON BACK XTRA TRIM GRILLED OR DRY FRIED",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9411,"SMOKEMOKED BACON GRILLED OR DRY FRIED RED SALT/FAT",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9412,"BACON RASHERS RED FAT+SALT NOT SMOKED GRILLED",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9413,"BACON STEAKS CHOPS LOIN NOT SMOKED GRILLED",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9414,"SMOKED BACON STEAKS/CHOPS",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9415,"BEEF BRISKET BOILED LEAN ONLY",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9416,"BEEF BRAISING STEAK BRAISED LEAN & FAT",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9417,"BEEF BRAISING CHUCK STEAK BRAISED LEAN ONLY",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9418,"BEEF FILLET STEAK FRIED LEAN ONLY",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9419,"BEEF FILLET STEAK GRILLED LEAN ONLY",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9420,"BEEF FLANK TOP RUMP POT-ROAST BRAISED LEAN+FAT",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9421,"BEEF FLANK TOP RUMP POT-ROAST BRAISED LEAN",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9422,"SILVERSIDE NOT SALTED POT-ROASTED BRAISED LEAN+FAT",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9423,"SILVERSIDE NOT SALTED POT-ROASTED BRAISED LEAN",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9424,"SIRLOIN STEAK FRIED LEAN+FAT",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9425,"SIRLOIN STEAK FRIED LEAN ONLY",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9426,"SIRLOIN STEAK GRILLED LEAN+FAT",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9427,"SIRLOIN STEAK GRILLED LEAN ONLY",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9428,"VEAL MINCE STEWED FAT NOT SKIMMED",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9429,"LAMB HALF LEG KNUCKLE / SHANK END ROAST LEAN & FAT",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9430,"LAMB HALF LEG FILLET END ROASTED LEAN & FAT",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9431,"LAMB LEG CHOPS / STEAKS GRILLED / FRIED LEAN & FAT",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9432,"LAMB LEG CHOPS / STEAKS GRILLED / FRIED LEAN ONLY",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9433,"LAMB LOIN JOINT ROAST LEAN+FAT",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9434,"LAMB LOIN JOINT ROAST LEAN ONLY",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9435,"LAMB NECK FILLET GRILLED LEAN AND FAT",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9436,"LAMB NECK FILLET GRILLED LEAN ONLY",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9437,"LAMB RACK/BEST END NECK/ CROWN ROAST LEAN AND FAT",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9438,"RACK OF LAMB BEST END OF NECK CROWN ROAST LEAN",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9439,"HALF SHOULDER OF LAMB KNUCKLE END ROASTED LEAN+FAT",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9440,"HALF SHOULDER OF LAMB BLADESIDE ROASTED LEAN+FAT",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9441,"LAMB MINCED STEWED LEAN+FAT",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9442,"PORK SPARE RIB SHOULDER JOINT BRAISED LEAN & FAT",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9443,"PORK SPARE RIB JOINT POT ROASTED LEAN ONLY",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9444,"PORK SPARE RIB CHOPS BRAISED LEAN & FAT NO BONE",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9445,"PORK SPARE RIB CHOPS BRAISED LEAN & FAT + BONE",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9446,"PORK SPARE RIB CHOPS BRAISED LEAN ONLY NO BONE",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9447,"PORK SPARE RIB CHOPS BRAISED LEAN ONLY WITH BONE",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9448,"PORK HAND OR SPRING JOINT ROASTED LEAN AND FAT",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9449,"PORK HAND OR SPRING JOINT ROASTED LEAN ONLY",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9450,"PORK LOIN JOINT ROASTED LEAN+FAT",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9451,"PORK LOIN JOINT ROASTED LEAN ONLY",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9452,"PORK CHUMP CHOPS STEAK GRILLED LEAN+FAT NO BONE",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9453,"PORK CHUMP CHOPS STEAKS GRILLED LEAN+FAT+BONE",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9454,"PORK CHUMP CHOPS STEAKS GRILLED LEAN ONLY NO BONE",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9455,"PORK CHUMP CHOPS STEAKS FRIED GRILLED LEAN+BONE",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9456,"PORK LEG STEAKS CHOPS GRILLED LEAN+FAT NO BONE",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9457,"PORK LEG CHOPS GRILLED/FRIED LEAN & FAT WITH BONE",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9458,"PORK LEG STEAKS CHOPS GRILLED LEAN ONLY NO BONE",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9459,"PORK LEG CHOPS GRILLED / FRIED LEAN WITH BONE",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9460,"DICED PORK STEWED LEAN ONLY",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9461,"MINCED PORK STEWED LEAN + FAT",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9462,"FILLET (TENDERLOIN) GRILLED LEAN",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9463,"PORK SPARE RIBS BELLY GRILLED LEAN & FAT",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9464,"BACON RASHERS BACK NOT SMOKED GRILLED EXTRA TRIM",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9465,"BEEF STEW & DUMPLINGS FROZEN OR CHILLED READY MEAL",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9468,"PLANTAIN FRIED IN BLENDED VEG OIL", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
9469,"PLANTAIN FRIED IN PUFA OIL", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
9470,"PLANTAIN FRIED IN RED PALM OIL", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
9471,"PLANTAIN RAW",  229,"Average of CO2e values for Tomatoes (G) from From Clune et al 2017, multiplied by1"
9472,"DIGESTIVES HALF COATED IN CHOCOLATE REDUCED FAT", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
9473,"BISCUITS AND COOKIES REDUCED FAT, SWEET OR SEMI-SWEET, NOT CHOCOLATE", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
9474,"FRUIT SUGAR; FRUCTOSE EG. FRUISANA",  104,"Taken from <Environmental impacts of food consumption in Europe - Notarnicola et al 2016> which says in Table 1 <29.8 Per-capita apparent consumption of the food product (as kg/inhabitant p.a.)> and Table 7 <3.1E01 kg CO2eq Results are reported for an average consumption of one EU-27 citizen in one year>. (This is larger than: "assuming the GWP of UK sugar of 0.38 kg CO2 eq./kg (CCaLC, 2013)." - which was in <The global warming potential of production and consumption of Kenyan tea - Adisa Azapagic et al>"
9477,"LAMB KORMA WITH CREAM/COCONUT SAUCE NO RICE",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9478,"LAMB BIRYANI/PILAU WITH RICE",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9480,"CHEESE SAUCE MADE WITH S/SKIMMED MILK MADE UP PKT.",  100,"No idea so default to 1 - likely from the processing?"
9481,"CHEESE SAUCE MADE WITH SKIMMED MILK MADE UP PKT",  100,"No idea so default to 1 - likely from the processing?"
9482,"STEWING STEAK RAW LEAN ONLY",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9483,"BRAISING STEAK CHUCK STEAK RAW LEAN+FAT",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9484,"BRAISING STEAK CHUCK STEAK RAW LEAN ONLY",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9485,"MINCED BEEF EXTRA LEAN RAW",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9486,"BEEF SILVERSIDE NOT SALTED RAW LEAN+FAT",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9487,"BEEF BONELESS FLANK RAW LEAN + FAT",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9488,"BEEF SILVERSIDE SALTED RAW LEAN+FAT",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9489,"PORK MINCED RAW LEAN AND FAT",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9490,"PORK DICED RAW LEAN AND FAT",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9491,"PORK DICED RAW LEAN ONLY",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9493,"LACTOSE FREE SEMI SKIMMED MILK",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
9494,"RICE DRINK ALTERNATIVE TO MILK (NOT FORTIFIED)",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
9495,"STRAWBERRIES CANNED IN JUICE FRUIT AND JUICE", 78.6,"Average of CO2e values for Bananas  from From Clune et al 2017, multiplied by1"
9496,"HOT SWEETENED PICKLED PEPPERS", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
9497,"CHEESE AND ONION MAYONNAISE SANDWICH FILLINGS PURCHASED",  882,"Average of CO2e values for Cheese from From Clune et al 2017, multiplied by1"
9498,"LIGHTERLIFE TOTAL BALANCE MEAL BARS ANY FORTIFIED",  100,"Dont know what to put here so put 1"
9499,"LIGHTER LIFE TOTAL BALANCE SOYA PROTEIN POWDER FORTIFIED - DO NOT USE",  100,"Dont know what to put here so put 1"
9500,"THIAMIN TABLETS 25 MG",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
9502,"FOLIC ACID TABLETS 5 MG 1 A DAY",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
9504,"CALCIT EFFERVESCENT TABLETS (500MG)",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
9505,"FERROUS GLUCONATE TABLETS 300MG (IRON 35MG)",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
9506,"BOURNVITA DRY WEIGHT NOT INSTANT LOW FAT",  100,"Dont know what to put here so put 1"
9507,"FERROUS SULPHATE TABLETS 200MG (IRON 60MG)",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
9508,"HAM UNSPECIFIED NOT SMOKED NOT CANNED",  666,"Same as pork but adding an extra 2 to account for processing, based on scaling <Consideration of the product quality in the life cycle assessment: case of a meat product treated by high pressure http://lcafood2014.org/papers/15.pdf>"
9509,"HAM UNSPECIFIED SMOKED",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9510,"REDUCED FAT SPREAD (70-80%) PUFA LOW IN TRANS-DO NOT USE, SUPPORTS EXISTING RECIPES ONLY",  882,"Average of CO2e values for Cheese from From Clune et al 2017, multiplied by1"
9515,"PASTA SAUCE WITH LEAN MINCE AND DOLMIO WHITE SAUCE",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9523,"VEGETABLE KIEV", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
9524,"HADDOCK IN BREADCRUMBS FROZEN GRILLED/BAKED",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
9526,"COD/HADDOCK IN BATTER FRIED IN PALM OIL TK/AWAY",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
9527,"CHIPS OLD POTS FRIED IN PALM OIL", 19.8,"Average of CO2e values for Potatoes  from From Clune et al 2017, multiplied by1"
9530,"SKATE FRIED IN POLYUNSATURATED OIL NO BONES",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
9531,"CHICKEN AND BROCOLLI CRISPBAKES",  329,"Average of CO2e values for Chicken from From Clune et al 2017, multiplied by0.8"
9532,"YEASTVITE TABLET",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
9533,"TIRAMISU, PURCHASED", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
9534,"CHICKEN LEG WITH SKIN NO BONES FRIED IN BUTTER",  329,"Average of CO2e values for Chicken from From Clune et al 2017, multiplied by0.8"
9535,"STRAWBERRIES IN APPLE JUICE", 78.6,"Average of CO2e values for Bananas  from From Clune et al 2017, multiplied by1"
9537,"CHICKEN AND BROCCOLI BISTO PASTRY EG BIRDS EYE",  329,"Average of CO2e values for Chicken from From Clune et al 2017, multiplied by0.8"
9538,"VEGETABLE SHEPHERD'S PIE - PURCHASED READY MEAL", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
9539,"SKATE POACHED IN MILK",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
9540,"COD COATED IN FLOUR FRIED IN LARD",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
9541,"SALMON, GRILLED OR BAKED",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
9542,"COLEY FRESH GRILLED",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
9543,"ARTIFICIAL SWEETENER GRANULATED 1/2 TSP", 1.04,"Taken from <Environmental impacts of food consumption in Europe - Notarnicola et al 2016> which says in Table 1 <29.8 Per-capita apparent consumption of the food product (as kg/inhabitant p.a.)> and Table 7 <3.1E01 kg CO2eq Results are reported for an average consumption of one EU-27 citizen in one year>. (This is larger than: "assuming the GWP of UK sugar of 0.38 kg CO2 eq./kg (CCaLC, 2013)." - which was in <The global warming potential of production and consumption of Kenyan tea - Adisa Azapagic et al>"
9544,"VITAMIN D (5 MICROGRAM) AND CALCIUM (800 MG) CAPSULES ONLY",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
9546,"VEGETABLES FRIED IN VEGETABLE OIL", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
9547,"LAMB SHISH KEBAB FRIED IN VEGETABLE OIL",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9548,"SPONGE CAKE MADE WITH BUTTER", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
9549,"PORRIDGE MADE WITH 1/2 SKIMMED MILK & 1/2 WATER",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
9551,"GAMMON STEAKS TOPPED WITH PINEAPPLE AND CHEESE",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9552,"HADDOCK POACHED IN WHOLE MILK NO BUTTER",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
9553,"PINEAPPLE IN BATTER FRIED IN VEG OIL TAKEAWAY", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
9555,"PORRIDGE MADE W BRAN & SEMI SKIMMED MILK & WATER",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
